apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +21,{0}: From {0} of type {1},{0}: From {0} of type {1}
apps/erpnext/erpnext/support/doctype/warranty_claim/warranty_claim.py +16,{0}: From {1},{0}: od {1}
apps/erpnext/erpnext/controllers/website_list_for_contact.py +48,{0}% Billed,{0}% Naplaćeno
apps/erpnext/erpnext/projects/doctype/project/project_list.js +6,{0}% Complete,{0}% završeno
apps/erpnext/erpnext/controllers/website_list_for_contact.py +52,{0}% Delivered,{0}% isporučeno
DocType: Sales Taxes and Charges Template,* Will be calculated in the transaction.,* Will be calculated in the transaction.
DocType: Fiscal Year,**Fiscal Year** represents a Financial Year. All accounting entries and other major transactions are tracked against **Fiscal Year**.,**Fiskalna godina** predstavlja poslovnu godinu. Svi računovodstvene stavke i druge transakcije se prate za **Fiskalnu godinu**.
DocType: Monthly Distribution,"**Monthly Distribution** helps you distribute your budget across months if you have seasonality in your business.

To distribute a budget using this distribution, set this **Monthly Distribution** in the **Cost Center**","**Monthly Distribution** helps you distribute your budget across months if you have seasonality in your business.

To distribute a budget using this distribution, set this **Monthly Distribution** in the **Cost Center**"
DocType: Sales Order,%  Delivered,% Isporučeno
DocType: Sales Order,% Amount Billed,% Naplaćeni iznos
DocType: Purchase Order,% Billed,% Naplaćeno
DocType: Material Request,% Completed,% završeno
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.js +601,% Delivered,% isporučeno
DocType: Delivery Note,% Installed,% instalirano
DocType: Purchase Order,% of materials billed against this Purchase Order.,% of materials billed against this Purchase Order.
DocType: Sales Order,% of materials billed against this Sales Order,% of materials billed against this Sales Order
DocType: Delivery Note,% of materials delivered against this Delivery Note,% of materials delivered against this Delivery Note
DocType: Sales Order,% of materials delivered against this Sales Order,% of materials delivered against this Sales Order
DocType: Material Request,% of materials ordered against this Material Request,% of materials ordered against this Material Request
DocType: Purchase Order,% of materials received against this Purchase Order,% of materials received against this Purchase Order
DocType: Purchase Order,% Received,% primljeno
DocType: Project,% Tasks Completed,% zadataka završeno
apps/erpnext/erpnext/stock/doctype/stock_settings/stock_settings.py +26,`Freeze Stocks Older Than` should be smaller than %d days.,`Freeze Stocks Older Than` should be smaller than %d days.
DocType: Shopping Cart Settings,"<a href=""#Sales Browser/Customer Group"">Add / Edit</a>","<a href=""#Sales Browser/Customer Group"">Add / Edit</a>"
DocType: Shopping Cart Settings,"<a href=""#Sales Browser/Territory"">Add / Edit</a>","<a href=""#Sales Browser/Territory"">Add / Edit</a>"
DocType: Address Template,"<h4>Default Template</h4>
<p>Uses <a href=""http://jinja.pocoo.org/docs/templates/"">Jinja Templating</a> and all the fields of Address (including Custom Fields if any) will be available</p>
<pre><code>{{ address_line1 }}&lt;br&gt;
{% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%}
{{ city }}&lt;br&gt;
{% if state %}{{ state }}&lt;br&gt;{% endif -%}
{% if pincode %} PIN:  {{ pincode }}&lt;br&gt;{% endif -%}
{{ country }}&lt;br&gt;
{% if phone %}Phone: {{ phone }}&lt;br&gt;{% endif -%}
{% if fax %}Fax: {{ fax }}&lt;br&gt;{% endif -%}
{% if email_id %}Email: {{ email_id }}&lt;br&gt;{% endif -%}
</code></pre>","<h4>Default Template</h4>
<p>Uses <a href=""http://jinja.pocoo.org/docs/templates/"">Jinja Templating</a> and all the fields of Address (including Custom Fields if any) will be available</p>
<pre><code>{{ address_line1 }}&lt;br&gt;
{% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%}
{{ city }}&lt;br&gt;
{% if state %}{{ state }}&lt;br&gt;{% endif -%}
{% if pincode %} PIN:  {{ pincode }}&lt;br&gt;{% endif -%}
{{ country }}&lt;br&gt;
{% if phone %}Phone: {{ phone }}&lt;br&gt;{% endif -%}
{% if fax %}Fax: {{ fax }}&lt;br&gt;{% endif -%}
{% if email_id %}Email: {{ email_id }}&lt;br&gt;{% endif -%}
</code></pre>"
DocType: Features Setup,1. To maintain the customer wise item code and to make them searchable based on their code use this option,1. To maintain the customer wise item code and to make them searchable based on their code use this option
apps/erpnext/erpnext/setup/page/setup_wizard/fixtures/operations.py +152,3D printing,3D štampa
apps/erpnext/erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py +54,90-Above,90-i-iznad
DocType: Shipping Rule Condition,A condition for a Shipping Rule,A condition for a Shipping Rule
apps/erpnext/erpnext/selling/doctype/customer/customer.py +79,A Customer Group exists with same name please change the Customer name or rename the Customer Group,A Customer Group exists with same name please change the Customer name or rename the Customer Group
DocType: Newsletter,A Lead with this email id should exist,A Lead with this email id should exist
DocType: Warehouse,A logical Warehouse against which stock entries are made.,A logical Warehouse against which stock entries are made.
DocType: Item,"A Product or a Service that is bought, sold or kept in stock.","A Product or a Service that is bought, sold or kept in stock."
apps/erpnext/erpnext/setup/page/setup_wizard/setup_wizard.js +620,A Product or Service,Proizvod ili usluga
DocType: Sales Partner,A third party distributor / dealer / commission agent / affiliate / reseller who sells the companies products for a commission.,A third party distributor / dealer / commission agent / affiliate / reseller who sells the companies products for a commission.
DocType: Expense Claim,"A user with ""Expense Approver"" role","A user with ""Expense Approver"" role"
DocType: Company,Abbr,Skr.
apps/erpnext/erpnext/setup/doctype/company/company.py +35,Abbr can not be blank or space,Skr. Ne može biti prazna
DocType: Item Attribute Value,Abbreviation,Skraćenica
apps/erpnext/erpnext/setup/doctype/company/company.py +32,Abbreviation cannot have more than 5 characters,Skraćenica ne može imati više od 5 znakova
DocType: Authorization Rule,Above Value,Iznad vrijednosti
apps/erpnext/erpnext/setup/page/setup_wizard/fixtures/operations.py +113,Abrasive blasting,Abrasive blasting
apps/erpnext/erpnext/setup/page/setup_wizard/fixtures/operations.py +107,Abrasive jet machining,Abrasive jet machining
DocType: Attendance,Absent,Odsutan
DocType: Quality Inspection Reading,Acceptance Criteria,Acceptance Criteria
DocType: Quality Inspection Reading,Accepted,Prihvaćeno
apps/erpnext/erpnext/stock/doctype/purchase_receipt/purchase_receipt.py +100,Accepted + Rejected Qty must be equal to Received quantity for Item {0},Accepted + Rejected Qty must be equal to Received quantity for Item {0}
DocType: Purchase Receipt Item,Accepted Quantity,Accepted Quantity
DocType: Purchase Receipt Item,Accepted Warehouse,Accepted Warehouse
DocType: Hub Settings,Access Token,Pristupni token
DocType: Account,Account,Račun
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +73,Account {0} cannot be a Group,Account {0} cannot be a Group
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +79,Account {0} does not belong to Company {1},Account {0} does not belong to Company {1}
apps/erpnext/erpnext/setup/doctype/company/company.py +52,Account {0} does not belong to company: {1},Account {0} does not belong to company: {1}
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center.py +39,Account {0} does not belongs to company {1},Account {0} does not belongs to company {1}
apps/erpnext/erpnext/accounts/doctype/account/account.py +160,Account {0} does not exist,Račun {0} ne postoji
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.py +25,Account {0} does not exists,Račun {0} ne postoji
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center.py +45,Account {0} has been entered more than once for fiscal year {1},Račun {0} je unešen više od jednom za fiskalnu godinu {1}
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +168,Account {0} is frozen,Account {0} is frozen
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +76,Account {0} is inactive,Account {0} is inactive
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +255,Account {0} must be of type 'Fixed Asset' as Item {1} is an Asset Item,Account {0} must be of type 'Fixed Asset' as Item {1} is an Asset Item
apps/erpnext/erpnext/accounts/doctype/account/account.py +41,Account {0}: Parent account {1} can not be a ledger,Account {0}: Parent account {1} can not be a ledger
apps/erpnext/erpnext/accounts/doctype/account/account.py +43,Account {0}: Parent account {1} does not belong to company: {2},Account {0}: Parent account {1} does not belong to company: {2}
apps/erpnext/erpnext/accounts/doctype/account/account.py +37,Account {0}: Parent account {1} does not exist,Account {0}: Parent account {1} does not exist
apps/erpnext/erpnext/accounts/doctype/account/account.py +39,Account {0}: You can not assign itself as parent account,Account {0}: You can not assign itself as parent account
DocType: Journal Entry Account,Account Balance,Account Balance
apps/erpnext/erpnext/accounts/doctype/account/account.py +73,"Account balance already in Credit, you are not allowed to set 'Balance Must Be' as 'Debit'","Account balance already in Credit, you are not allowed to set 'Balance Must Be' as 'Debit'"
apps/erpnext/erpnext/accounts/doctype/account/account.py +71,"Account balance already in Debit, you are not allowed to set 'Balance Must Be' as 'Credit'","Account balance already in Debit, you are not allowed to set 'Balance Must Be' as 'Credit'"
DocType: Warehouse,Account for the warehouse (Perpetual Inventory) will be created under this Account.,Account for the warehouse (Perpetual Inventory) will be created under this Account.
DocType: Purchase Taxes and Charges,Account Head,Account Head
apps/erpnext/erpnext/stock/doctype/warehouse/warehouse.py +59,Account head {0} created,Account head {0} created
DocType: Account,Account Name,Account Name
DocType: Account,Account Type,Account Type
apps/erpnext/erpnext/accounts/doctype/account/account.py +77,Account with child nodes cannot be converted to ledger,Account with child nodes cannot be converted to ledger
apps/erpnext/erpnext/accounts/doctype/account/account.py +87,Account with existing transaction can not be converted to group.,Account with existing transaction can not be converted to group.
apps/erpnext/erpnext/accounts/doctype/account/account.py +144,Account with existing transaction can not be deleted,Account with existing transaction can not be deleted
apps/erpnext/erpnext/accounts/doctype/account/account.py +79,Account with existing transaction cannot be converted to ledger,Account with existing transaction cannot be converted to ledger
apps/erpnext/erpnext/accounts/general_ledger.py +92,Account: {0} can only be updated via Stock Transactions,Account: {0} can only be updated via Stock Transactions
apps/erpnext/erpnext/setup/page/setup_wizard/setup_wizard.js +530,Accountant,Accountant
DocType: Purchase Invoice Item,Accounting,Accounting
DocType: Journal Entry,Accounting Entries,Accounting Entries
apps/erpnext/erpnext/accounts/page/accounts_browser/accounts_browser.js +27,Accounting Entries can be made against leaf nodes. Entries against Groups are not allowed.,Accounting Entries can be made against leaf nodes. Entries against Groups are not allowed.
apps/erpnext/erpnext/stock/doctype/purchase_receipt/purchase_receipt.py +300,Accounting Entry for Stock,Accounting Entry for Stock
DocType: Accounts Settings,"Accounting entry frozen up to this date, nobody can do / modify entry except role specified below.","Accounting entry frozen up to this date, nobody can do / modify entry except role specified below."
apps/erpnext/erpnext/config/accounts.py +13,Accounting journal entries.,Accounting journal entries.
DocType: Account,Accounts,Accounts
,Accounts Browser,Accounts Browser
DocType: Accounts Settings,Accounts Frozen Upto,Accounts Frozen Upto
DocType: Account,Accounts Manager,Accounts Manager
DocType: Journal Entry,Accounts Payable,Accounts Payable
,Accounts Payable Summary,Accounts Payable Summary
DocType: Journal Entry,Accounts Receivable,Accounts Receivable
,Accounts Receivable Summary,Accounts Receivable Summary
DocType: Accounts Settings,Accounts Settings,Accounts Settings
DocType: Account,Accounts User,Accounts User
apps/erpnext/erpnext/selling/report/territory_target_variance_item_group_wise/territory_target_variance_item_group_wise.py +50,Achieved,Achieved
apps/frappe/frappe/core/doctype/user/user_list.js +12,Active,Active
DocType: Activity Cost,Activity Cost,Activity Cost
apps/erpnext/erpnext/projects/doctype/activity_cost/activity_cost.py +29,Activity Cost exists for Employee {0} against Activity Type - {1},Activity Cost exists for Employee {0} against Activity Type - {1}
DocType: Process Payroll,Activity Log,Activity Log
apps/erpnext/erpnext/hr/doctype/process_payroll/process_payroll.js +9,Activity Log:,Activity Log:
DocType: Activity Cost,Activity Type,Activity Type
DocType: Purchase Taxes and Charges,Actual,Actual
DocType: Maintenance Schedule Detail,Actual Date,Actual Date
DocType: Production Order,Actual End Date,Actual End Date
DocType: Task,Actual End Date (via Time Logs),Actual End Date (via Time Logs)
DocType: Production Order Operation,Actual End Time,Actual End Time
DocType: Production Order,Actual Operating Cost,Actual Operating Cost
DocType: Production Order Operation,Actual Operation Time,Actual Operation Time
DocType: Sales Order Item,Actual Qty,Actual Qty
DocType: Stock Entry Detail,Actual Qty (at source/target),Actual Qty (at source/target)
DocType: Stock Ledger Entry,Actual Qty After Transaction,Actual Qty After Transaction
apps/erpnext/erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.py +55,Actual Qty is mandatory,Actual Qty is mandatory
DocType: Bin,Actual Quantity,Actual Quantity
DocType: Production Order,Actual Start Date,Actual Start Date
DocType: Task,Actual Start Date (via Time Logs),Actual Start Date (via Time Logs)
DocType: Production Order Operation,Actual Start Time,Actual Start Time
DocType: Task,Actual Time (in Hours),Actual Time (in Hours)
DocType: Production Order Operation,Actual Time and Cost,Actual Time and Cost
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js +114,Actual type tax cannot be included in Item rate in row {0},Actual type tax cannot be included in Item rate in row {0}
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +379,Add,Add
apps/erpnext/erpnext/stock/doctype/item/item.js +181,Add / Edit Prices,Add / Edit Prices
DocType: Purchase Receipt,Add / Edit Taxes and Charges,Add / Edit Taxes and Charges
apps/erpnext/erpnext/setup/page/setup_wizard/setup_wizard.js +641,Add a few sample records,Add a few sample records
apps/erpnext/erpnext/accounts/page/accounts_browser/accounts_browser.js +121,Add Child,Dodaj podstavku
DocType: Purchase Taxes and Charges,Add or Deduct,Add or Deduct
DocType: Cost Center,Add rows to set annual budgets on Accounts.,Add rows to set annual budgets on Accounts.
sites/assets/js/erpnext.min.js +7,Add Serial No,Add Serial No
apps/erpnext/erpnext/crm/doctype/newsletter_list/newsletter_list.js +24,Add Subscribers,Add Subscribers
apps/erpnext/erpnext/setup/page/setup_wizard/setup_wizard.js +541,Add Taxes,Add Taxes
DocType: Lead,Add to calendar on this date,Add to calendar on this date
apps/erpnext/erpnext/templates/generators/item.html +35,Add to Cart,Add to Cart
apps/erpnext/erpnext/setup/page/setup_wizard/setup_wizard.js +511,Add Users,Add Users
apps/erpnext/erpnext/setup/page/setup_wizard/setup_wizard.js +512,"Add users to your organization, other than yourself","Add users to your organization, other than yourself"
DocType: Email Digest,Add/Remove Recipients,Add/Remove Recipients
apps/frappe/frappe/templates/base.html +130,Added,Added
DocType: Purchase Invoice,Additional Discount Amount,Additional Discount Amount
DocType: Purchase Invoice,Additional Discount Amount (Company Currency),Additional Discount Amount (Company Currency)
DocType: Production Order,Additional Operating Cost,Additional Operating Cost
DocType: Contact Us Settings,Address,Address
DocType: Lead,Address & Contact,Address & Contact
DocType: Supplier,Address & Contacts,Address & Contacts
DocType: Lead,Address Desc,Address Desc
DocType: Supplier,Address HTML,Address HTML
DocType: Contact Us Settings,Address Line 1,Address Line 1
DocType: Contact Us Settings,Address Line 2,Address Line 2
DocType: Address Template,Address Template,Address Template
DocType: Contact Us Settings,Address Title,Address Title
apps/erpnext/erpnext/utilities/doctype/address/address.py +21,Address Title is mandatory.,Address Title is mandatory.
DocType: Address,Address Type,Address Type
apps/erpnext/erpnext/shopping_cart/utils.py +47,Addresses,Addresses
apps/erpnext/erpnext/setup/page/setup_wizard/fixtures/operations.py +143,Adhesive bonding,Adhesive bonding
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +84,Administrative Expenses,Administrative Expenses
apps/erpnext/erpnext/setup/page/setup_wizard/install_fixtures.py +88,Administrative Officer,Administrative Officer
DocType: DocType,Administrator,Administrator
DocType: Sales Invoice Advance,Advance Amount,Advance Amount
DocType: Purchase Order,Advance Paid,Advance Paid
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +238,"Advance paid against {0} {1} cannot be greater \
than Grand Total {2}","Advance paid against {0} {1} cannot be greater \
than Grand Total {2}"
DocType: Purchase Invoice,Advances,Advances
DocType: Sales Invoice,Advertisement,Advertisement
apps/erpnext/erpnext/setup/page/setup_wizard/fixtures/industry_type.py +5,Advertising,Advertising
apps/erpnext/erpnext/setup/page/setup_wizard/fixtures/industry_type.py +6,Aerospace,Aerospace
DocType: Features Setup,After Sale Installations,After Sale Installations
DocType: GL Entry,Against,Against
DocType: Bank Reconciliation Detail,Against Account,Against Account
DocType: Quotation Item,Against Docname,Against Docname
DocType: Quotation Item,Against Doctype,Against Doctype
DocType: Installation Note Item,Against Document Detail No,Against Document Detail No
DocType: Installation Note Item,Against Document No,Against Document No
DocType: Purchase Invoice,Against Expense Account,Against Expense Account
DocType: Journal Entry Account,Against Expense Claim,Against Expense Claim
DocType: Sales Invoice,Against Income Account,Against Income Account
apps/erpnext/erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py +51,Against Invoice,Against Invoice
apps/erpnext/erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py +52,Against Invoice Posting Date,Against Invoice Posting Date
DocType: Journal Entry Account,Against Journal Entry,Against 
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +155,Against Journal Entry {0} does not have any unmatched {1} entry,Against  {0} does not have any unmatched {1} entry
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +145,Against Journal Entry {0} is already adjusted against some other voucher,Against  {0} is already adjusted against some other voucher
DocType: Journal Entry Account,Against Purchase Invoice,Against Purchase Invoice
DocType: Journal Entry Account,Against Purchase Order,Against Purchase Order
DocType: Journal Entry Account,Against Sales Invoice,Against Sales Invoice
DocType: Delivery Note Item,Against Sales Invoice Item,Against Sales Invoice Item
DocType: Journal Entry Account,Against Sales Order,Against Sales Order
DocType: Delivery Note Item,Against Sales Order Item,Against Sales Order Item
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py +63,Against Supplier Invoice {0} dated {1},Against Supplier Invoice {0} dated {1}
DocType: GL Entry,Against Voucher,Against Voucher
DocType: Payment Tool Detail,Against Voucher No,Against Voucher No
DocType: GL Entry,Against Voucher Type,Against Voucher Type
apps/erpnext/erpnext/accounts/doctype/payment_tool/payment_tool.js +148,"Against Voucher Type must be one of Purchase Order, Purchase Invoice or Journal Entry","Against Voucher Type must be one of Purchase Order, Purchase Invoice or "
apps/erpnext/erpnext/accounts/doctype/payment_tool/payment_tool.js +142,"Against Voucher Type must be one of Sales Order, Sales Invoice or Journal Entry","Against Voucher Type must be one of Sales Order, Sales Invoice or "
